Date,Open,High,Low,Close,Adj Close,Volume
2000-01-03,36.500000,36.580002,34.820000,35.299999,35.299999,875000
2000-01-04,34.500000,34.660000,33.900002,34.080002,34.080002,1380000
2000-01-05,34.139999,35.459999,33.900002,34.639999,34.639999,995000
2000-01-06,34.900002,36.080002,34.540001,36.080002,36.080002,915000
2000-01-07,36.599998,36.959999,36.099998,36.400002,36.400002,1000000
2000-01-10,36.900002,37.759998,36.119999,36.259998,36.259998,1010000
2000-01-11,35.799999,35.959999,35.299999,35.580002,35.580002,725000
2000-01-12,35.500000,35.680000,34.720001,34.900002,34.900002,515000
2000-01-13,35.200001,35.459999,35.020000,35.200001,35.200001,615000
2000-01-14,35.599998,35.700001,34.020000,34.020000,34.020000,1345000
2000-01-18,34.080002,34.380001,33.799999,34.000000,34.000000,1375000
2000-01-19,34.099998,34.259998,33.540001,34.180000,34.180000,885000
2000-01-20,34.180000,34.680000,34.000000,34.000000,34.000000,815000
2000-01-21,34.000000,34.259998,33.880001,34.220001,34.220001,710000
2000-01-24,34.700001,34.799999,33.759998,34.000000,34.000000,660000
2000-01-25,33.900002,34.459999,33.799999,34.060001,34.060001,625000
2000-01-26,34.160000,34.480000,34.000000,34.139999,34.139999,530000
2000-01-27,34.139999,34.400002,33.720001,33.919998,33.919998,470000
2000-01-28,33.799999,33.860001,33.080002,33.200001,33.200001,985000
2000-01-31,33.240002,33.660000,32.919998,32.919998,32.919998,1120000
2000-02-01,33.320000,33.560001,33.060001,33.500000,33.500000,525000
2000-02-02,33.299999,33.360001,32.700001,32.799999,32.799999,1040000
2000-02-03,33.000000,33.480000,33.000000,33.400002,33.400002,600000
2000-02-04,33.540001,33.660000,33.000000,33.099998,33.099998,620000
2000-02-07,32.980000,33.400002,32.820000,33.279999,33.279999,770000
2000-02-08,32.900002,33.099998,32.599998,32.700001,32.700001,1035000
2000-02-09,32.259998,32.759998,31.540001,31.760000,31.760000,1760000
2000-02-10,31.900000,31.959999,30.000000,30.959999,30.959999,2220000
2000-02-11,31.200001,31.360001,29.700001,30.139999,30.139999,2525000
2000-02-14,29.500000,29.580000,28.320000,28.480000,28.480000,2715000
2000-02-15,30.400000,30.799999,30.020000,30.639999,30.639999,2290000
2000-02-16,31.340000,34.000000,31.200001,33.279999,33.279999,2215000
2000-02-17,34.000000,34.180000,32.099998,33.259998,33.259998,975000
2000-02-18,33.180000,33.720001,31.000000,33.720001,33.720001,1010000
2000-02-22,32.599998,32.660000,32.000000,32.400002,32.400002,825000
2000-02-23,32.400002,32.580002,32.000000,32.320000,32.320000,610000
2000-02-24,32.099998,32.099998,30.400000,30.780001,30.780001,745000
2000-02-25,30.879999,30.940001,29.600000,29.799999,29.799999,1770000
2000-02-28,29.700001,29.760000,29.040001,29.200001,29.200001,2225000
2000-02-29,29.600000,29.620001,28.700001,28.799999,28.799999,1900000
2000-03-01,28.740000,29.459999,28.740000,29.340000,29.340000,1105000
2000-03-02,29.400000,29.580000,29.040001,29.360001,29.360001,715000
2000-03-03,29.600000,29.940001,29.200001,29.379999,29.379999,725000
2000-03-06,29.000000,29.400000,28.680000,28.900000,28.900000,885000
2000-03-07,29.100000,29.219999,28.540001,29.000000,29.000000,950000
2000-03-08,29.040001,29.040001,28.500000,28.780001,28.780001,1010000
2000-03-09,28.500000,28.540001,27.719999,28.000000,28.000000,1805000
2000-03-10,27.840000,28.299999,27.020000,27.400000,27.400000,2135000
2000-03-13,29.000000,30.120001,28.940001,29.760000,29.760000,1720000
2000-03-14,29.559999,29.840000,29.000000,29.100000,29.100000,1010000
2000-03-15,29.440001,32.900002,29.400000,32.520000,32.520000,1630000
2000-03-16,32.900002,34.259998,32.880001,34.040001,34.040001,2375000
2000-03-17,34.080002,36.599998,33.599998,34.000000,34.000000,2115000
2000-03-20,34.060001,34.560001,33.099998,33.560001,33.560001,935000
2000-03-21,33.360001,36.040001,33.299999,35.860001,35.860001,1275000
2000-03-22,35.980000,36.360001,35.400002,36.060001,36.060001,845000
2000-03-23,36.040001,36.660000,35.340000,35.480000,35.480000,650000
2000-03-24,35.880001,36.480000,35.540001,35.980000,35.980000,550000
2000-03-27,36.099998,36.119999,33.959999,34.200001,34.200001,535000
2000-03-28,33.860001,33.939999,32.939999,33.340000,33.340000,665000
2000-03-29,33.340000,33.400002,32.799999,33.340000,33.340000,490000
2000-03-30,33.279999,36.040001,33.220001,34.779999,34.779999,1270000
2000-03-31,35.439999,36.500000,34.840000,36.400002,36.400002,1225000
2000-04-03,36.700001,36.720001,35.099998,35.099998,35.099998,770000
2000-04-04,35.500000,36.980000,35.459999,36.180000,36.180000,1410000
2000-04-05,36.400002,37.580002,36.340000,36.759998,36.759998,1090000
2000-04-06,36.900002,37.759998,36.900002,37.259998,37.259998,650000
2000-04-07,37.200001,37.400002,36.599998,36.820000,36.820000,605000
2000-04-10,36.700001,36.959999,36.320000,36.419998,36.419998,585000
2000-04-11,36.459999,36.580002,35.900002,36.080002,36.080002,590000
